userID,ISBN,bookRating
36836,044022165X,0
37950,044022165X,7
39134,044022165X,9
39345,044022165X,10
39467,044022165X,7
39513,044022165X,9
39773,044022165X,0
41589,044022165X,8
43465,044022165X,0
45675,044022165X,5
46671,044022165X,8
47975,044022165X,7
48217,044022165X,9
48494,044022165X,0
49212,044022165X,0
51094,044022165X,0
51403,044022165X,9
51526,044022165X,0
52584,044022165X,0
52994,044022165X,5
53418,044022165X,9
53614,044022165X,8
53663,044022165X,10
54220,044022165X,0
54370,044022165X,8
55492,044022165X,0
55548,044022165X,0
55734,044022165X,9
55892,044022165X,9
56856,044022165X,10
57398,044022165X,0
58629,044022165X,9
59038,044022165X,0
59150,044022165X,8
59209,044022165X,8
60130,044022165X,9
60475,044022165X,9
60569,044022165X,0
60570,044022165X,10
61297,044022165X,0
62151,044022165X,7
62592,044022165X,0
63865,044022165X,0
63938,044022165X,0
64535,044022165X,7
66387,044022165X,6
66651,044022165X,8
69042,044022165X,0
70666,044022165X,6
72238,044022165X,0
72636,044022165X,0
72923,044022165X,5
73617,044022165X,8
74510,044022165X,5
76168,044022165X,0
76319,044022165X,0
76352,044022165X,0
76795,044022165X,0
76942,044022165X,0
80683,044022165X,0
83287,044022165X,0
85833,044022165X,0
86751,044022165X,9
87141,044022165X,0
87173,044022165X,0
87549,044022165X,0
87746,044022165X,0
87929,044022165X,0
88389,044022165X,7
89851,044022165X,0
93363,044022165X,0
93379,044022165X,0
96744,044022165X,8
97381,044022165X,8
98320,044022165X,0
98468,044022165X,0
98758,044022165X,0
98787,044022165X,0
100459,044022165X,0
100756,044022165X,0
101744,044022165X,5
102411,044022165X,8
102647,044022165X,10
102967,044022165X,0
104636,044022165X,8
104665,044022165X,7
105408,044022165X,4
105979,044022165X,5
106007,044022165X,5
107021,044022165X,0
107784,044022165X,8
108285,044022165X,10
108753,044022165X,7
108800,044022165X,0
109013,044022165X,0
109899,044022165X,6
110373,044022165X,8
110973,044022165X,0
111140,044022165X,0
112169,044022165X,0
114217,044022165X,5
114237,044022165X,7
114414,044022165X,0
114444,044022165X,0
114446,044022165X,0
114802,044022165X,0
114868,044022165X,7
114988,044022165X,4
115120,044022165X,0
115180,044022165X,0
115435,044022165X,0
115490,044022165X,0
117111,044022165X,7
117594,044022165X,10
117852,044022165X,0
118943,044022165X,10
119580,044022165X,0
120417,044022165X,8
121998,044022165X,0
122440,044022165X,8
123336,044022165X,0
123430,044022165X,0
123460,044022165X,7
123790,044022165X,0
123981,044022165X,0
124079,044022165X,0
124259,044022165X,0
124322,044022165X,0
124833,044022165X,0
124942,044022165X,0
125063,044022165X,5
126736,044022165X,6
127564,044022165X,6
127581,044022165X,0
127826,044022165X,8
130474,044022165X,0
131046,044022165X,0
135045,044022165X,0
135149,044022165X,0
135763,044022165X,0
136205,044022165X,0
136348,044022165X,0
137589,044022165X,0
138158,044022165X,0
138557,044022165X,0
138892,044022165X,5
139642,044022165X,0
139668,044022165X,0
139742,044022165X,0
139783,044022165X,0
140358,044022165X,5
140824,044022165X,0
143175,044022165X,0
143837,044022165X,0
144531,044022165X,0
145451,044022165X,0
146026,044022165X,0
146175,044022165X,0
147251,044022165X,0
147863,044022165X,0
148744,044022165X,0
149893,044022165X,10
150979,044022165X,7
151491,044022165X,0
151762,044022165X,8
153662,044022165X,0
154160,044022165X,0
155000,044022165X,0
155368,044022165X,7
155495,044022165X,0
155603,044022165X,0
155824,044022165X,0
156269,044022165X,0
158262,044022165X,0
158295,044022165X,6
159691,044022165X,7
159754,044022165X,8
161752,044022165X,0
163467,044022165X,0
164323,044022165X,0
165759,044022165X,5
167471,044022165X,0
168877,044022165X,0
169699,044022165X,0
169779,044022165X,8
170260,044022165X,0
170513,044022165X,0
170518,044022165X,0
171078,044022165X,0
172326,044022165X,0
172490,044022165X,0
172742,044022165X,0
175254,044022165X,8
177514,044022165X,0
178195,044022165X,0
179068,044022165X,9
181223,044022165X,0
181296,044022165X,0
181586,044022165X,0
181683,044022165X,0
181687,044022165X,0
182053,044022165X,0
182414,044022165X,0
183187,044022165X,0
184299,044022165X,0
185384,044022165X,0
187170,044022165X,0
188490,044022165X,0
189066,044022165X,9
189431,044022165X,7
190185,044022165X,9
190923,044022165X,0
191188,044022165X,0
192765,044022165X,8
196282,044022165X,9
196738,044022165X,0
197364,044022165X,0
197405,044022165X,0
198506,044022165X,0
198711,044022165X,0
200234,044022165X,0
200674,044022165X,0
201776,044022165X,8
202277,044022165X,0
202462,044022165X,0
203617,044022165X,0
204333,044022165X,8
205001,044022165X,10
205520,044022165X,9
206567,044022165X,0
206852,044022165X,0
207499,044022165X,6
208700,044022165X,5
209272,044022165X,0
210035,044022165X,0
211922,044022165X,0
211944,044022165X,0
212898,044022165X,0
213150,044022165X,8
213625,044022165X,4
214826,044022165X,5
215325,044022165X,5
217375,044022165X,0
217986,044022165X,0
218552,044022165X,0
218608,044022165X,7
219546,044022165X,0
221445,044022165X,0
222716,044022165X,0
223331,044022165X,0
224435,044022165X,0
225810,044022165X,0
226256,044022165X,0
226482,044022165X,0
226987,044022165X,6
227447,044022165X,0
227520,044022165X,0
228990,044022165X,8
228998,044022165X,0
229922,044022165X,10
230522,044022165X,0
230544,044022165X,0
230708,044022165X,0
231210,044022165X,0
231827,044022165X,0
232292,044022165X,9
232945,044022165X,0
233578,044022165X,0
233649,044022165X,8
233917,044022165X,0
234623,044022165X,0
235105,044022165X,0
235684,044022165X,9
235842,044022165X,0
236172,044022165X,0
236283,044022165X,0
236340,044022165X,9
237175,044022165X,0
237474,044022165X,0
238065,044022165X,0
238238,044022165X,8
238526,044022165X,0
238545,044022165X,0
238889,044022165X,8
239041,044022165X,7
240567,044022165X,6
242037,044022165X,8
242083,044022165X,7
242118,044022165X,0
242247,044022165X,0
242458,044022165X,0
242891,044022165X,3
242959,044022165X,8
243290,044022165X,8
243700,044022165X,0
244420,044022165X,0
244878,044022165X,8
244915,044022165X,0
245616,044022165X,5
245827,044022165X,0
246528,044022165X,5
247852,044022165X,0
249628,044022165X,0
250101,044022165X,10
250645,044022165X,0
250936,044022165X,0
251642,044022165X,0
252071,044022165X,0
252227,044022165X,7
252848,044022165X,0
253949,044022165X,7
254261,044022165X,8
255719,044022165X,0
258185,044022165X,0
258884,044022165X,8
259629,044022165X,0
259829,044022165X,0
262399,044022165X,0
262732,044022165X,7
263877,044022165X,0
264317,044022165X,0
265014,044022165X,0
265736,044022165X,0
268032,044022165X,0
269566,044022165X,0
270605,044022165X,0
271284,044022165X,0
272980,044022165X,0
273813,044022165X,5
273886,044022165X,0
275087,044022165X,7
275179,044022165X,8
277466,051512219X,0
278188,051512219X,0
278194,051512219X,4
243,051512219X,0
7915,051512219X,0
11676,051512219X,9
14422,051512219X,0
18082,051512219X,8
20561,051512219X,9
20617,051512219X,8
27462,051512219X,0
28289,051512219X,5
29259,051512219X,0
30972,051512219X,0
31040,051512219X,0
35050,051512219X,0
35859,051512219X,0
43806,051512219X,0
45113,051512219X,0
48494,051512219X,0
49889,051512219X,0
52584,051512219X,0
52853,051512219X,0
55493,051512219X,0
56260,051512219X,0
73022,051512219X,5
76151,051512219X,10
78783,051512219X,0
79740,051512219X,3
81682,051512219X,0
95923,051512219X,0
101209,051512219X,0
102798,051512219X,0
102967,051512219X,0
109491,051512219X,0
110973,051512219X,0
112001,051512219X,0
115120,051512219X,0
121257,051512219X,0
123883,051512219X,5
125998,051512219X,7
126828,051512219X,0
127438,051512219X,0
130570,051512219X,0
132083,051512219X,0
141710,051512219X,0
143175,051512219X,9
145451,051512219X,0
153662,051512219X,9
160735,051512219X,0
161752,051512219X,0
163326,051512219X,0
165345,051512219X,9
166596,051512219X,0
167800,051512219X,8
169699,051512219X,5
173835,051512219X,0
174683,051512219X,0
175003,051512219X,0
178322,051512219X,5
182086,051512219X,0
187256,051512219X,8
189382,051512219X,10
189973,051512219X,6
197763,051512219X,0
198711,051512219X,0
207148,051512219X,0
212898,051512219X,0
213661,051512219X,0
218552,051512219X,4
222941,051512219X,0
224764,051512219X,0
226545,051512219X,9
228764,051512219X,8
241467,051512219X,8
241749,051512219X,0
242143,051512219X,0
246513,051512219X,0
248850,051512219X,10
250184,051512219X,0
254465,051512219X,10
257512,051512219X,7
261314,051512219X,0
265115,051512219X,8
272373,051512219X,0
273113,051512219X,5
277471,3423101776,8
11676,3423101776,0
50044,3423101776,8
56360,3423101776,0
160412,3423101776,0
172229,3423101776,8
245839,3423101776,0
277471,3596200261,10
7155,3596200261,10
52323,3596200261,0
89361,3596200261,10
97598,3596200261,0
141892,3596200261,0
161652,3596200261,0
165088,3596200261,0
176047,3596200261,7
196392,3596200261,9
202742,3596200261,0
207623,3596200261,0
213905,3596200261,9
230145,3596200261,6
245893,3596200261,0
257623,3596200261,9
273906,3596200261,10
277474,014038572X,5
5170,014038572X,10
6112,014038572X,5
10241,014038572X,0
10325,014038572X,7
11676,014038572X,8
20570,014038572X,0
27313,014038572X,10
27517,014038572X,8
28360,014038572X,8
28667,014038572X,9
31919,014038572X,0
36722,014038572X,5
37713,014038572X,0
43246,014038572X,10
44728,014038572X,8
47594,014038572X,0
49980,014038572X,0
52584,014038572X,0
52782,014038572X,0
55492,014038572X,0
59150,014038572X,8
59172,014038572X,0
60244,014038572X,6
60809,014038572X,8
62881,014038572X,8
62895,014038572X,0
66942,014038572X,0
69697,014038572X,10
71853,014038572X,0
80810,014038572X,10
83404,014038572X,0
83705,014038572X,0
87346,014038572X,8
93629,014038572X,7
97290,014038572X,6
99955,014038572X,10
100131,014038572X,9
102452,014038572X,7
103630,014038572X,0
104301,014038572X,10
104399,014038572X,10
107540,014038572X,8
112589,014038572X,10
112881,014038572X,0
125203,014038572X,6
127359,014038572X,0
127429,014038572X,0
129395,014038572X,8
130430,014038572X,8
130438,014038572X,0
141310,014038572X,0
142819,014038572X,0
152062,014038572X,9
154137,014038572X,0
157066,014038572X,7
162591,014038572X,9
164323,014038572X,8
166499,014038572X,7
169663,014038572X,0
172542,014038572X,8
175636,014038572X,0
179733,014038572X,0
179744,014038572X,8
185384,014038572X,0
196755,014038572X,7
198213,014038572X,7
198711,014038572X,0
201526,014038572X,0
209160,014038572X,9
210868,014038572X,9
212259,014038572X,8
214879,014038572X,10
217121,014038572X,0
219260,014038572X,0
219482,014038572X,0
224138,014038572X,0
226965,014038572X,0
233917,014038572X,0
234122,014038572X,8
234678,014038572X,0
234679,014038572X,10
235105,014038572X,0
248492,014038572X,10
259660,014038572X,5
260578,014038572X,0
269566,014038572X,0
269787,014038572X,8
269799,014038572X,0
277478,006008216X,6
14897,006008216X,0
23547,006008216X,6
63629,006008216X,0
72863,006008216X,0
76818,006008216X,0
148153,006008216X,0
172941,006008216X,0
199092,006008216X,0
224146,006008216X,7
229741,006008216X,0
274325,006008216X,0
277478,006105481X,0
11676,006105481X,8
48355,006105481X,6
65192,006105481X,7
72780,006105481X,0
73691,006105481X,6
121418,006105481X,0
168499,006105481X,0
196160,006105481X,0
217527,006105481X,0
229282,006105481X,3
231210,006105481X,0
243077,006105481X,0
277478,006447108X,0
11993,006447108X,10
35050,006447108X,0
46350,006447108X,9
56399,006447108X,10
58529,006447108X,9
76626,006447108X,6
83496,006447108X,9
83671,006447108X,9
87555,006447108X,0
87938,006447108X,8
99312,006447108X,10
105054,006447108X,7
115572,006447108X,9
120093,006447108X,5
124876,006447108X,0
148744,006447108X,0
179739,006447108X,10
193458,006447108X,9
223644,006447108X,10
226965,006447108X,9
235952,006447108X,10
253106,006447108X,0
269157,006447108X,0
269799,006447108X,0
272573,006447108X,10
274308,006447108X,0
277478,014200281X,6
62109,014200281X,0
98741,014200281X,0
159847,014200281X,0
160507,014200281X,0
274308,014200281X,0
277478,031287216X,0
35859,031287216X,0
43246,031287216X,0
87555,031287216X,0
93363,031287216X,0
116122,031287216X,0
131686,031287216X,7
177458,031287216X,7
193337,031287216X,8
216773,031287216X,7
240144,031287216X,0
248440,031287216X,0
277478,034066049X,0
5333,034066049X,7
51450,034066049X,0
54578,034066049X,0
116031,034066049X,7
127233,034066049X,0
138010,034066049X,6
165308,034066049X,0
181687,034066049X,0
239660,034066049X,0
241791,034066049X,0
269076,034066049X,0
277478,034540405X,0
36606,034540405X,0
148744,034540405X,0
274308,034540405X,0
277478,037329140X,0
108285,037329140X,0
112761,037329140X,9
153342,037329140X,7
156575,037329140X,0
166123,037329140X,0
226545,037329140X,0
264321,037329140X,0
274308,037329140X,0
277478,038067470X,7
39584,038067470X,0
97025,038067470X,0
144194,038067470X,0
219546,038067470X,8
277478,042508471X,0
31468,042508471X,5
63924,042508471X,0
68555,042508471X,0
82172,042508471X,0
274308,042508471X,0
277478,059010683X,0
7452,059010683X,0
14763,059010683X,0
51883,059010683X,0
97025,059010683X,0
151806,059010683X,0
174791,059010683X,0
198711,059010683X,0
199572,059010683X,5
250015,059010683X,0
277478,080410526X,0
278418,080410526X,0
2891,080410526X,0
3167,080410526X,6
3363,080410526X,0
4622,080410526X,0
5784,080410526X,8
6251,080410526X,0
6575,080410526X,5
10030,080410526X,0
11601,080410526X,0
11676,080410526X,6
11993,080410526X,0
12538,080410526X,0
13273,080410526X,0
13552,080410526X,0
14454,080410526X,10
15408,080410526X,0
16634,080410526X,0
16795,080410526X,0
18082,080410526X,9
20751,080410526X,5
23571,080410526X,0
25981,080410526X,5
26296,080410526X,6
27788,080410526X,7
28523,080410526X,0
30210,080410526X,9
30533,080410526X,0
30898,080410526X,8
31556,080410526X,8
31919,080410526X,0
32773,080410526X,0
33177,080410526X,0
33974,080410526X,0
36327,080410526X,0
36715,080410526X,10
36836,080410526X,0
37950,080410526X,0
38544,080410526X,0
39281,080410526X,0
39385,080410526X,0
40647,080410526X,0
41455,080410526X,5
43246,080410526X,0
43842,080410526X,10
44252,080410526X,9
44942,080410526X,10
45772,080410526X,0
46892,080410526X,5
48494,080410526X,0
49889,080410526X,0
52584,080410526X,0
53430,080410526X,1
55548,080410526X,0
55799,080410526X,8
56447,080410526X,0
59150,080410526X,0
59727,080410526X,0
59879,080410526X,9
60244,080410526X,0
60277,080410526X,0
61427,080410526X,8
68984,080410526X,9
70666,080410526X,9
72341,080410526X,5
73945,080410526X,0
75771,080410526X,0
75819,080410526X,0
75860,080410526X,0
76352,080410526X,0
76576,080410526X,10
76793,080410526X,0
76818,080410526X,0
77507,080410526X,10
82123,080410526X,0
82831,080410526X,0
85526,080410526X,8
86053,080410526X,0
87141,080410526X,0
87555,080410526X,0
88937,080410526X,0
92810,080410526X,0
93047,080410526X,7
95226,080410526X,10
95359,080410526X,0
95574,080410526X,10
97312,080410526X,0
98741,080410526X,0
99227,080410526X,9
100846,080410526X,0
101286,080410526X,0
101876,080410526X,0
102967,080410526X,0
103841,080410526X,10
105517,080410526X,9
105979,080410526X,0
106225,080410526X,0
107616,080410526X,5
109864,080410526X,9
110208,080410526X,7
112881,080410526X,0
113012,080410526X,0
113519,080410526X,0
114048,080410526X,7
116249,080410526X,8
117111,080410526X,0
117384,080410526X,0
117539,080410526X,9
125039,080410526X,0
125203,080410526X,0
125692,080410526X,8
125928,080410526X,0
126824,080410526X,9
128208,080410526X,0
128696,080410526X,0
130543,080410526X,7
130571,080410526X,0
131027,080410526X,7
133747,080410526X,8
135149,080410526X,0
136205,080410526X,0
138198,080410526X,8
138239,080410526X,10
140223,080410526X,8
140255,080410526X,0
141157,080410526X,10
141172,080410526X,0
142093,080410526X,0
143163,080410526X,9
143837,080410526X,8
144555,080410526X,0
145641,080410526X,7
146113,080410526X,0
146938,080410526X,0
147141,080410526X,0
147451,080410526X,0
148053,080410526X,7
148744,080410526X,8
150979,080410526X,0
151263,080410526X,0
152186,080410526X,0
155147,080410526X,7
156300,080410526X,7
157024,080410526X,6
159033,080410526X,0
159946,080410526X,0
162626,080410526X,0
162639,080410526X,9
163676,080410526X,0
165582,080410526X,9
167494,080410526X,5
169699,080410526X,0
170513,080410526X,0
170518,080410526X,0
173481,080410526X,0
174304,080410526X,0
175003,080410526X,0
178181,080410526X,0
178290,080410526X,7
179288,080410526X,0
179744,080410526X,0
180378,080410526X,10
180957,080410526X,6
183476,080410526X,0
183995,080410526X,0
185233,080410526X,0
187039,080410526X,0
187170,080410526X,0
187266,080410526X,9
188010,080410526X,7
189609,080410526X,9
190111,080410526X,7
193723,080410526X,8
194202,080410526X,0
194600,080410526X,0
196077,080410526X,0
196687,080410526X,8
198711,080410526X,0
200674,080410526X,0
201447,080410526X,0
201776,080410526X,10
202127,080410526X,0
204571,080410526X,0
204946,080410526X,0
205735,080410526X,0
206201,080410526X,7
206788,080410526X,0
207924,080410526X,9
209756,080410526X,0
209962,080410526X,0
210792,080410526X,0
211426,080410526X,9
212216,080410526X,0
213150,080410526X,0
213561,080410526X,0
216211,080410526X,0
216337,080410526X,0
216683,080410526X,0
217986,080410526X,0
218608,080410526X,8
219683,080410526X,9
220240,080410526X,9
221445,080410526X,0
223211,080410526X,0
224349,080410526X,9
224927,080410526X,0
225087,080410526X,0
227275,080410526X,0
227448,080410526X,0
228998,080410526X,0
229448,080410526X,0
229741,080410526X,0
230249,080410526X,0
230293,080410526X,8
231210,080410526X,0
231857,080410526X,0
233711,080410526X,0
234623,080410526X,0
234828,080410526X,0
235392,080410526X,0
236283,080410526X,9
236959,080410526X,0
237486,080410526X,0
238120,080410526X,10
238226,080410526X,0
238235,080410526X,10
238526,080410526X,0
239977,080410526X,0
241266,080410526X,0
242083,080410526X,10
243294,080410526X,0
243700,080410526X,0
245371,080410526X,9
245750,080410526X,0
247429,080410526X,0
247918,080410526X,10
250184,080410526X,0
250876,080410526X,0
251085,080410526X,5
255489,080410526X,0
257615,080410526X,10
258938,080410526X,8
261829,080410526X,6
263537,080410526X,0
264321,080410526X,4
264525,080410526X,10
265313,080410526X,0
266109,080410526X,0
266819,080410526X,8
267033,080410526X,0
267409,080410526X,0
269566,080410526X,0
273190,080410526X,10
274308,080410526X,0
275175,080410526X,0
276704,080410526X,0
277478,1550224670,0
100227,1550224670,0
166460,1550224670,6
204946,1550224670,0
277478,1558745718,8
278832,1558745718,10
2766,1558745718,7
7684,1558745718,7
11601,1558745718,0
11676,1558745718,8
12538,1558745718,10
18710,1558745718,8
20703,1558745718,7
26544,1558745718,0
30341,1558745718,0
33319,1558745718,0
35445,1558745718,7
37950,1558745718,0
37974,1558745718,0
41685,1558745718,0
42914,1558745718,10
43404,1558745718,0
43864,1558745718,9
50206,1558745718,0
50858,1558745718,0
53394,1558745718,7
57108,1558745718,0
66100,1558745718,9
67245,1558745718,0
69971,1558745718,0
76351,1558745718,10
76352,1558745718,8
76483,1558745718,10
80704,1558745718,0
81492,1558745718,10
81771,1558745718,0
93363,1558745718,0
95359,1558745718,0
97025,1558745718,0
98741,1558745718,0
102647,1558745718,0
104636,1558745718,9
105517,1558745718,8
105760,1558745718,8
108815,1558745718,0
110912,1558745718,0
111133,1558745718,8
113904,1558745718,0
116763,1558745718,0
120178,1558745718,0
123056,1558745718,0
123744,1558745718,6
126904,1558745718,0
129074,1558745718,0
132663,1558745718,9
135061,1558745718,5
137336,1558745718,8
138578,1558745718,8
141288,1558745718,0
143964,1558745718,6
148731,1558745718,8
150316,1558745718,5
150968,1558745718,0
157273,1558745718,0
170460,1558745718,0
171065,1558745718,10
177209,1558745718,0
178749,1558745718,5
181266,1558745718,10
195943,1558745718,8
198711,1558745718,0
203799,1558745718,9
211288,1558745718,0
211426,1558745718,0
212467,1558745718,5
216495,1558745718,0
218875,1558745718,6
223154,1558745718,0
223566,1558745718,9
227097,1558745718,10
229331,1558745718,9
229703,1558745718,0
230522,1558745718,0
236283,1558745718,10
238526,1558745718,0
238781,1558745718,0
240312,1558745718,10
242828,1558745718,9
243978,1558745718,10
245210,1558745718,8
245371,1558745718,0
246513,1558745718,0
248168,1558745718,0
249791,1558745718,0
252336,1558745718,4
258938,1558745718,7
269404,1558745718,0
269719,1558745718,0
271448,1558745718,8
271586,1558745718,0
274061,1558745718,0
274111,1558745718,0
277478,1572970014,0
278418,1572970014,0
76352,1572970014,0
147847,1572970014,0
172941,1572970014,0
198711,1572970014,0
211426,1572970014,0
224764,1572970014,0
240260,1572970014,6
264756,1572970014,6
269566,1572970014,0
277478,1740595904,7
24433,1740595904,0
67620,1740595904,10
70585,1740595904,0
91047,1740595904,5
105475,1740595904,0
139229,1740595904,0
187378,1740595904,0
200978,1740595904,0
277478,1853260088,0
27573,1853260088,7
39467,1853260088,8
54181,1853260088,10
62109,1853260088,0
62895,1853260088,0
69810,1853260088,0
74559,1853260088,9
87747,1853260088,0
95525,1853260088,0
108685,1853260088,0
109901,1853260088,0
132203,1853260088,0
142823,1853260088,10
156534,1853260088,0
207341,1853260088,0
213656,1853260088,0
223697,1853260088,0
238557,1853260088,0
269759,1853260088,0
277478,1853261173,0
68498,1853261173,0
95359,1853261173,0
277478,1892065444,0
7125,1892065444,10
62109,1892065444,0
122045,1892065444,8
131675,1892065444,0
133654,1892065444,0
176992,1892065444,10
184661,1892065444,7
247852,1892065444,10
277478,1893183025,0
135149,1893183025,0
236399,1893183025,0
274308,1893183025,0
277478,3822855588,0
69810,3822855588,0
277478,382289642X,7
199092,382289642X,8
277478,9025409881,0
62109,9025409881,0
264756,9025409881,0
277478,9029537353,0
62109,9029537353,0
114075,9029537353,8
133654,9029537353,8
175647,9029537353,0
200978,9029537353,0
211961,9029537353,0
261105,9029537353,0
264756,9029537353,0
277478,904500741X,0
62109,904500741X,0
199092,904500741X,0
261105,904500741X,8
277478,9068340344,7
11676,9068340344,5
69405,9068340344,0
131675,9068340344,6
212481,9068340344,6
216444,9068340344,0
268829,9068340344,7
273587,9068340344,0
277478,907433699X,0
69788,907433699X,0
89192,907433699X,8
104535,907433699X,5
131675,907433699X,7
133654,907433699X,8
159847,907433699X,0
165323,907433699X,0
202089,907433699X,0
277488,2070528189,0
11676,2070528189,7
92909,2070528189,0
101172,2070528189,0
104657,2070528189,0
109040,2070528189,7
114203,2070528189,0
125203,2070528189,9
131913,2070528189,0
136635,2070528189,0
159546,2070528189,5
168129,2070528189,9
215947,2070528189,0
277509,1400030382,9
8255,1400030382,0
11676,1400030382,0
12080,1400030382,9
18155,1400030382,8
21014,1400030382,8
30511,1400030382,0
31609,1400030382,0
33999,1400030382,0
38995,1400030382,10
39281,1400030382,0
53278,1400030382,0
54987,1400030382,6
55858,1400030382,0
63938,1400030382,0
64270,1400030382,8
69405,1400030382,0
73681,1400030382,9
81247,1400030382,0
91931,1400030382,9
95250,1400030382,0
97515,1400030382,8
113259,1400030382,10
114988,1400030382,0
119944,1400030382,0
131027,1400030382,0
134935,1400030382,9
135149,1400030382,0
140013,1400030382,0
141493,1400030382,0
141901,1400030382,0
144892,1400030382,0
147224,1400030382,0
147396,1400030382,0
151559,1400030382,0
155580,1400030382,0
156020,1400030382,7
160571,1400030382,7
163744,1400030382,9
169233,1400030382,0
170255,1400030382,0
180957,1400030382,7
187145,1400030382,0
196317,1400030382,0
200978,1400030382,8
206424,1400030382,0
209516,1400030382,0
211430,1400030382,0
216100,1400030382,0
224138,1400030382,0
232131,1400030382,0
235105,1400030382,0
235935,1400030382,0
260678,1400030382,7
263393,1400030382,9
268030,1400030382,0
268110,1400030382,10
269566,1400030382,0
273979,1400030382,0
277509,2221090810,10
11676,2221090810,7
18196,2221090810,0
62625,2221090810,8
104550,2221090810,8
159564,2221090810,10
181763,2221090810,8
277509,9724115380,9
6564,9724115380,8
277523,039915180X,10
7158,039915180X,0
19085,039915180X,0
30716,039915180X,0
35836,039915180X,0
35859,039915180X,0
43910,039915180X,8
50895,039915180X,8
84795,039915180X,10
85993,039915180X,0
98391,039915180X,10
101304,039915180X,0
102900,039915180X,8
130474,039915180X,0
133095,039915180X,0
135398,039915180X,0
136735,039915180X,8
138647,039915180X,8
143415,039915180X,0
146078,039915180X,9
208352,039915180X,0
208492,039915180X,0
219974,039915180X,8
223501,039915180X,8
235105,039915180X,9
250398,039915180X,6
255489,039915180X,7
257699,039915180X,0
262051,039915180X,0
277523,055308576X,10
11601,055308576X,0
20180,055308576X,0
36836,055308576X,0
51883,055308576X,0
67034,055308576X,0
88937,055308576X,0
105302,055308576X,0
110912,055308576X,0
124993,055308576X,7
135149,055308576X,0
204457,055308576X,8
209224,055308576X,6
226616,055308576X,8
236959,055308576X,0
277523,1558744150,10
278137,1558744150,9
244,1558744150,6
3363,1558744150,0
5582,1558744150,5
6345,1558744150,0
10314,1558744150,6
11676,1558744150,10
15408,1558744150,0
16634,1558744150,0
16795,1558744150,8
17950,1558744150,8
20115,1558744150,0
20119,1558744150,7
21252,1558744150,0
22338,1558744150,0
23768,1558744150,0
25981,1558744150,0
27947,1558744150,0
28619,1558744150,10
29259,1558744150,10
31040,1558744150,10
35857,1558744150,8
35859,1558744150,0
35865,1558744150,9
37538,1558744150,0
37950,1558744150,0
45557,1558744150,0
48579,1558744150,8
49403,1558744150,8
54222,1558744150,0
55493,1558744150,8
60040,1558744150,5
71207,1558744150,8
76352,1558744150,9
78553,1558744150,0
79186,1558744150,0
79372,1558744150,5
82831,1558744150,0
85426,1558744150,9
93085,1558744150,0
95193,1558744150,0
98741,1558744150,0
103315,1558744150,8
104636,1558744150,5
105517,1558744150,7
109049,1558744150,5
110973,1558744150,0
112001,1558744150,10
115754,1558744150,8
122793,1558744150,8
123160,1558744150,9
124942,1558744150,0
125171,1558744150,7
125411,1558744150,0
125519,1558744150,0
125692,1558744150,0
127200,1558744150,9
127429,1558744150,0
130571,1558744150,0
131974,1558744150,7
132199,1558744150,0
134884,1558744150,0
135064,1558744150,8
136252,1558744150,0
138844,1558744150,8
142093,1558744150,0
145451,1558744150,0
148239,1558744150,0
148744,1558744150,8
148813,1558744150,9
150124,1558744150,0
150468,1558744150,0
151643,1558744150,7
153662,1558744150,9
154126,1558744150,0
158295,1558744150,0
166719,1558744150,8
168254,1558744150,7
170634,1558744150,8
172742,1558744150,0
174304,1558744150,0
176452,1558744150,0
176903,1558744150,7
177090,1558744150,0
178058,1558744150,0
185233,1558744150,5
188010,1558744150,8
188702,1558744150,6
189516,1558744150,0
192244,1558744150,9
196641,1558744150,8
198355,1558744150,10
198711,1558744150,0
200226,1558744150,5
201160,1558744150,0
203240,1558744150,0
203376,1558744150,9
206959,1558744150,0
208671,1558744150,0
208786,1558744150,7
209563,1558744150,0
211041,1558744150,9
212181,1558744150,0
212467,1558744150,5
214686,1558744150,8
218875,1558744150,0
219546,1558744150,0
220911,1558744150,0
221445,1558744150,0
224250,1558744150,10
224997,1558744150,8
225087,1558744150,0
226597,1558744150,9
227447,1558744150,0
228998,1558744150,0
230249,1558744150,0
230522,1558744150,0
231508,1558744150,5
231767,1558744150,0
234623,1558744150,0
235105,1558744150,0
238545,1558744150,0
242247,1558744150,0
246513,1558744150,0
249058,1558744150,9
251843,1558744150,5
257464,1558744150,0
259260,1558744150,9
261829,1558744150,7
265083,1558744150,9
268013,1558744150,0
268191,1558744150,0
268932,1558744150,9
269439,1558744150,0
270350,1558744150,0
270755,1558744150,0
274061,1558744150,0
274648,1558744150,7
277532,1550544683,7
10626,1550544683,8
11676,1550544683,7
21404,1550544683,0
23145,1550544683,9
51991,1550544683,10
69144,1550544683,0
82751,1550544683,0
94342,1550544683,0
98608,1550544683,7
119333,1550544683,6
123511,1550544683,0
124107,1550544683,0
133706,1550544683,0
134701,1550544683,0
135308,1550544683,8
141971,1550544683,8
142051,1550544683,7
153331,1550544683,0
154610,1550544683,0
166596,1550544683,0
200390,1550544683,6
227805,1550544683,8
238541,1550544683,0
239433,1550544683,8
239635,1550544683,6
248312,1550544683,0
262036,1550544683,10
277535,034543739X,7
4017,034543739X,0
7158,034543739X,0
8257,034543739X,0
10447,034543739X,0
11676,034543739X,10
16795,034543739X,8
